,Temperature,Humidity,Wind Speed,Precipitation (%),Atmospheric Pressure,UV Index,Visibility (km),cloud_cover_code,season_code,location_code,weather_code
10634,11.0,91,7.0,57.0,995.78,3,5.0,2,0,0,1
9846,11.0,87,20.0,95.0,1013.8,1,2.5,2,0,0,1
9718,32.0,29,4.0,0.0,1025.6,5,7.5,0,2,2,3
588,30.0,73,13.5,67.0,1000.4,0,3.0,3,2,1,1
12294,19.0,28,11.0,92.0,969.51,2,16.5,1,1,0,2
9294,2.0,72,11.5,52.0,991.57,0,2.0,2,3,1,2
9937,2.0,101,20.5,107.0,986.28,8,2.5,3,3,2,2
9727,2.0,66,11.5,40.0,1121.11,2,6.0,2,3,1,3
9370,72.0,83,4.0,77.0,1023.7,1,7.5,3,3,2,3
9928,24.0,78,8.5,87.0,1010.48,1,1.5,3,3,2,1
1495,21.0,76,11.5,30.0,1003.34,3,6.0,3,3,1,0
11901,15.0,89,32.0,86.0,1016.42,1,2.0,3,2,2,1
10351,-8.0,92,1.0,62.0,992.23,0,2.0,3,3,1,2
1273,26.0,60,8.5,25.0,1019.64,2,6.0,2,0,2,0
4519,39.0,49,2.5,17.0,1024.35,10,7.5,3,1,2,3
1923,36.0,57,6.0,7.0,1029.06,8,10.0,0,3,1,3
12115,-9.0,72,17.0,55.0,989.06,1,3.5,3,3,2,2
7154,34.0,52,1.5,15.0,1014.46,2,5.0,2,1,0,0
4028,20.0,57,3.5,26.0,1001.59,2,6.0,3,3,0,0
8010,-8.0,96,16.5,68.0,998.65,0,3.0,2,3,1,2
5490,23.0,78,19.5,80.0,992.2,1,4.5,2,1,1,1
11025,20.0,69,5.0,23.0,1009.27,2,7.0,2,1,1,0
8241,-2.0,61,19.5,61.0,983.55,1,3.5,2,3,2,2
519,15.0,95,5.5,54.0,996.04,1,1.5,2,3,2,1
12875,28.0,50,4.5,17.0,1012.65,7,6.5,0,3,0,3
3914,34.0,91,5.5,95.0,1013.87,0,4.0,3,0,0,1
6700,27.0,80,14.5,75.0,996.26,1,4.0,2,2,2,1
5919,1.0,67,11.0,86.0,983.55,0,3.5,2,3,2,2
4369,26.0,64,1.5,19.0,1012.92,10,6.0,3,2,0,3
10608,34.0,69,6.5,7.0,1020.34,10,7.0,0,0,1,3
1145,35.0,62,9.0,11.0,1027.05,10,8.0,0,0,2,3
5493,-7.0,76,19.5,71.0,987.62,1,3.5,2,3,1,2
468,20.0,65,10.0,42.0,1080.21,10,17.0,1,0,0,2
4373,22.0,64,2.5,3.0,1016.71,5,8.5,0,2,0,3
10339,9.0,98,12.0,89.0,1001.84,13,0.5,2,1,0,1
8677,6.0,105,26.0,88.0,993.88,5,4.5,2,3,1,2
394,29.0,61,14.0,33.0,1004.54,3,5.5,2,0,0,0
780,27.0,75,21.0,70.0,1000.86,6,4.5,3,1,0,0
13114,12.0,60,10.0,79.0,929.98,13,9.0,2,1,1,1
10139,26.0,85,5.5,97.0,1008.29,7,5.5,3,2,0,0
8399,32.0,69,7.0,16.0,1010.07,6,9.0,0,2,2,3
12261,14.0,66,4.0,30.0,1010.15,1,5.0,2,3,2,0
10428,4.0,77,19.5,99.0,991.95,0,4.5,2,3,1,2
440,1.0,102,35.0,90.0,988.38,5,4.0,2,3,2,2
621,21.0,58,7.5,16.0,1019.37,2,7.5,2,0,1,0
6181,-1.0,71,16.5,51.0,983.2,0,4.0,3,3,2,2
5677,25.0,56,14.5,39.0,1016.0,3,7.5,2,1,2,0
9640,24.0,67,1.5,26.0,1019.73,2,5.0,3,3,2,0
9392,-4.0,56,6.0,25.0,1194.1,1,8.0,2,1,1,0
1730,15.0,52,8.5,41.0,1000.77,3,8.0,2,3,1,0
506,29.0,91,19.5,86.0,1010.19,0,4.5,2,3,0,1
5299,34.0,49,8.5,2.0,1020.99,9,6.0,0,3,2,3
12286,23.0,72,7.0,90.0,991.3,1,1.0,2,3,0,1
7442,-2.0,89,11.0,97.0,994.87,0,2.0,2,3,1,2
8242,49.0,98,12.0,76.0,1026.49,7,5.5,0,3,1,3
7720,36.0,96,13.5,109.0,1012.9,5,1.5,2,3,0,1
10465,-4.0,77,18.5,75.0,990.3,0,4.5,3,3,2,2
10363,19.0,29,11.0,91.0,879.71,6,19.0,2,3,2,2
767,55.0,103,22.5,95.0,1007.41,5,8.0,3,3,0,0
6674,40.0,64,5.5,19.0,1027.39,11,8.5,3,3,2,3
1107,25.0,26,13.0,93.0,955.32,8,6.5,2,0,2,3
11084,24.0,56,2.5,14.0,1012.4,1,7.5,3,0,1,0
6306,16.0,73,10.0,66.0,995.6,0,2.0,2,2,2,1
3420,-1.0,70,2.0,57.0,982.76,1,4.0,2,3,2,2
2576,-3.0,68,16.0,85.0,989.63,1,4.0,2,3,2,2
1466,-9.0,79,3.5,92.0,990.14,1,1.5,2,3,1,2
4760,24.0,74,9.5,14.0,1007.28,2,7.0,3,2,1,0
1714,31.0,42,7.0,16.0,1029.16,10,8.5,0,0,2,3
4654,16.0,85,20.0,93.0,1018.63,0,4.5,2,3,0,1
8302,33.0,41,4.0,15.0,1016.2,9,9.0,0,3,0,3
12716,53.0,73,29.0,82.0,1008.15,13,8.0,3,3,1,0
11590,38.0,61,4.0,2.0,1018.27,7,7.0,0,2,0,3
11074,17.0,89,15.5,65.0,1014.24,1,5.0,2,2,1,1
6269,31.0,23,6.5,6.0,1019.96,7,6.5,0,1,2,3
9361,32.0,75,5.0,13.0,1000.19,4,7.0,3,3,0,0
9281,-3.0,93,1.0,60.0,986.62,0,3.0,2,3,1,2
13151,21.0,65,18.5,89.0,999.43,0,4.5,2,1,0,1
12422,11.0,93,8.0,61.0,1010.05,2,2.0,3,1,0,1
4439,-1.0,78,17.5,74.0,993.6,1,4.0,2,3,2,2
102,-7.0,61,2.5,99.0,994.34,1,2.5,2,3,1,2
1587,14.0,92,13.0,98.0,1005.5,1,3.5,3,3,2,1
10890,13.0,83,19.0,59.0,992.83,0,4.5,2,3,1,1
3513,32.0,73,5.5,73.0,1005.24,2,2.5,3,3,1,1
7722,26.0,77,13.0,24.0,1015.67,4,7.5,3,0,2,0
9121,-3.0,69,3.0,53.0,984.63,1,3.0,3,3,1,2
12448,20.0,60,16.0,80.0,1012.65,1,1.0,2,3,2,1
4243,14.0,82,18.0,83.0,993.21,10,2.0,2,0,2,1
8233,-8.0,72,10.0,71.0,992.09,1,2.0,3,3,1,2
8061,4.0,89,9.5,90.0,991.74,0,1.5,2,3,2,2
7321,33.0,50,5.0,13.0,1009.4,1,7.5,2,1,2,0
2803,-7.0,81,11.0,55.0,987.24,1,3.0,2,3,2,2
7475,-10.0,89,41.5,78.0,986.47,3,2.5,3,3,2,2
7518,22.0,35,2.0,16.0,1023.06,7,10.0,0,1,1,3
869,24.0,94,19.5,58.0,1003.36,0,2.5,2,1,1,1
4743,22.0,82,12.5,55.0,1001.63,2,2.5,2,2,0,1
2684,21.0,55,8.0,10.0,1018.15,8,7.5,0,3,1,3
8093,3.0,90,13.5,76.0,991.0,1,3.5,2,3,1,2
5848,34.0,55,4.0,8.0,1011.65,5,10.0,3,3,2,3
4852,2.0,76,17.0,58.0,981.82,0,3.0,2,3,1,2
9272,29.0,86,7.5,72.0,990.49,0,2.5,2,0,2,1
376,10.0,58,8.5,40.0,1101.7,5,18.0,1,3,0,2
3475,28.0,54,0.0,28.0,1002.12,3,6.0,2,1,0,0
12340,23.0,52,12.5,39.0,1006.2,1,8.5,2,2,0,0
2790,20.0,67,11.5,29.0,1012.24,2,6.5,3,3,1,0
8201,7.0,27,7.5,74.0,814.28,3,5.0,2,1,1,0
1831,35.0,67,7.0,15.0,1024.13,7,7.5,0,2,1,3
6898,24.0,62,9.0,3.0,1022.74,8,8.5,0,1,0,3
8021,44.0,89,11.0,77.0,1023.68,4,7.0,0,3,0,3
1692,47.0,40,10.5,54.0,1182.46,8,19.0,3,2,2,3
3430,3.0,87,33.0,86.0,990.47,12,3.0,2,3,2,2
3193,20.0,63,13.0,31.0,1017.62,1,5.0,3,1,1,0
11652,33.0,105,0.5,87.0,1010.88,4,3.0,0,0,0,3
4376,4.0,73,1.0,68.0,993.02,1,1.0,2,3,2,2
9630,-6.0,86,11.5,62.0,988.45,0,2.5,2,3,2,2
8679,54.0,73,17.0,75.0,1001.23,12,4.0,2,3,0,0
11291,37.0,91,14.5,80.0,1022.4,0,12.0,0,3,0,3
3786,28.0,27,7.5,70.0,944.87,8,9.0,2,3,2,0
921,29.0,67,1.5,5.0,1024.29,5,8.0,0,2,0,3
821,30.0,90,13.0,63.0,1019.57,1,3.0,3,1,0,1
5602,32.0,35,5.5,9.0,1010.24,6,9.0,3,2,0,3
11358,42.0,43,4.5,56.0,981.21,9,15.5,3,0,1,0
12388,28.0,65,11.5,67.0,1008.39,1,4.5,2,0,1,1
9575,11.0,79,12.0,56.0,1004.1,1,4.0,2,3,2,1
2034,13.0,78,3.0,48.0,1009.76,3,8.5,2,2,2,0
5241,32.0,66,12.5,41.0,1006.41,4,8.0,3,0,0,0
10477,-6.0,81,21.5,90.0,984.81,12,1.5,2,3,2,2
12001,-4.0,61,5.5,57.0,983.1,0,1.5,3,3,1,2
4007,29.0,52,2.0,14.0,1017.75,4,6.5,2,3,1,0
2046,0.0,84,12.0,97.0,998.65,0,1.0,2,3,2,2
880,20.0,29,4.5,5.0,1010.43,6,6.0,0,3,2,3
6164,21.0,90,17.0,60.0,998.15,2,4.0,3,0,1,1
6196,-6.0,69,18.0,84.0,998.21,1,5.0,3,3,2,2
11112,1.0,87,13.5,54.0,987.06,0,1.0,2,3,2,2
13131,1.0,93,12.5,98.0,988.78,0,4.0,2,3,1,2
8426,-9.0,100,7.0,84.0,985.63,14,1.0,2,3,1,2
12145,35.0,61,4.0,7.0,1028.91,10,6.0,0,2,2,3
6121,19.0,45,6.0,26.0,1012.42,1,2.5,2,1,1,3
4831,35.0,55,9.0,7.0,1027.91,5,9.5,0,1,1,3
4917,43.0,47,6.0,8.0,1021.76,11,7.0,0,1,0,3
10809,33.0,56,9.5,46.0,1007.42,3,6.0,2,3,2,0
2140,17.0,65,13.5,95.0,1001.51,0,2.0,2,3,2,1
1561,1.0,60,2.5,61.0,995.83,1,2.5,3,3,2,2
5039,42.0,23,1.0,8.0,1015.73,7,5.5,0,3,1,3
3295,14.0,65,10.5,58.0,1007.55,0,3.0,2,2,0,1
11767,15.0,72,10.0,66.0,1012.18,2,2.5,3,0,2,1
52,-4.0,96,20.0,88.0,990.72,1,4.5,3,3,2,2
11047,4.0,75,15.5,78.0,980.03,1,1.5,2,3,2,2
4221,25.0,76,5.5,15.0,1001.42,1,5.0,2,1,2,0
2833,19.0,62,19.0,66.0,1005.69,1,1.0,3,1,2,1
1788,32.0,94,13.0,80.0,992.52,2,3.5,2,2,1,1
10379,-10.0,31,10.5,84.0,853.94,6,7.0,3,1,2,3
7794,32.0,74,7.5,49.0,1012.57,2,6.5,2,2,2,0
8398,13.0,95,13.5,51.0,991.54,0,2.5,2,2,2,1
11453,0.0,81,19.5,65.0,989.88,1,3.0,3,3,2,2
11240,-5.0,89,5.5,63.0,999.96,0,4.5,2,3,2,2
6336,22.0,106,11.0,91.0,1005.53,9,2.5,3,2,1,1
8974,-4.0,71,1.5,76.0,989.67,1,3.0,3,3,1,2
2137,30.0,78,9.0,82.0,1010.4,1,3.0,2,2,2,1
11597,35.0,36,4.0,11.0,1023.49,6,7.0,0,3,1,3
363,36.0,66,2.0,13.0,1010.25,6,6.5,0,2,1,3
8439,23.0,79,19.5,90.0,999.32,0,3.0,2,2,2,1
8800,34.0,59,5.0,5.0,1010.49,11,6.0,0,1,0,3
9555,27.0,73,8.5,25.0,1007.85,2,7.5,3,0,0,0
5012,34.0,89,12.0,62.0,1013.2,1,2.5,3,1,1,1
12783,20.0,73,14.0,18.0,1003.02,2,6.0,3,0,2,0
3521,-15.0,70,14.0,69.0,857.72,4,9.5,2,2,2,3
9277,34.0,73,3.5,27.0,1013.02,4,7.5,3,1,2,0
12279,-17.0,62,11.5,52.0,944.01,0,16.0,3,0,0,0
12518,6.0,28,0.5,11.0,1194.69,14,17.5,1,1,2,3
11104,20.0,68,16.0,64.0,1016.48,3,2.0,2,2,0,1
5443,21.0,89,16.5,58.0,993.03,2,3.5,2,3,0,1
9962,18.0,52,13.0,33.0,1013.69,2,8.5,3,2,1,0
471,17.0,63,9.0,10.0,1011.5,3,6.5,2,3,1,0
1989,20.0,82,9.5,89.0,1002.04,1,4.0,2,0,1,1
9202,-17.0,102,27.0,107.0,985.77,7,2.5,2,3,1,2
4043,30.0,71,6.0,21.0,1012.64,1,5.5,3,3,2,0
11067,42.0,57,5.0,14.0,1022.33,11,8.5,0,0,0,3
3284,15.0,56,12.5,39.0,1011.58,3,6.0,2,1,2,0
6647,-6.0,83,15.0,88.0,993.8,7,1.0,3,3,1,2
616,32.0,60,9.0,52.0,992.85,3,4.5,2,3,0,1
3423,23.0,83,6.0,56.0,1000.16,0,2.5,2,2,2,1
8458,38.0,86,45.0,72.0,1007.42,1,2.0,3,3,0,1
5653,49.0,26,1.5,46.0,1156.95,7,1.5,3,3,0,2
10188,75.0,94,19.0,90.0,1002.43,14,2.0,2,1,2,0
1338,6.0,81,2.5,109.0,994.04,14,2.5,2,3,1,2
11614,-4.0,83,10.0,53.0,983.46,0,2.0,2,3,1,2
12146,18.0,90,15.0,73.0,998.94,0,2.0,2,0,0,1
831,-16.0,27,14.5,64.0,880.38,10,3.5,2,0,2,0
5253,31.0,79,15.0,99.0,991.29,0,1.5,2,3,2,1
5036,19.0,102,10.5,109.0,1016.96,12,11.0,0,3,1,3
8485,37.0,45,11.0,47.0,933.99,4,19.5,2,0,2,2
11237,23.0,67,15.0,29.0,1000.19,2,5.5,3,0,1,0
6066,32.0,86,8.5,91.0,1004.24,0,5.0,2,1,0,1
6087,3.0,76,14.0,57.0,996.71,1,2.5,2,3,1,2
1961,42.0,103,2.0,80.0,1015.23,6,5.5,2,3,2,0
11414,20.0,86,6.0,58.0,1001.97,1,3.0,2,2,2,1
2483,34.0,61,13.0,25.0,1000.53,2,8.0,3,2,0,0
8789,13.0,89,19.0,80.0,1002.13,0,2.0,3,0,2,1
11629,11.0,92,7.5,91.0,990.04,0,2.0,2,3,0,1
7264,-3.0,78,0.0,96.0,982.96,1,1.0,2,3,2,2
10733,58.0,76,12.0,84.0,1021.91,13,9.5,0,1,0,3
280,-2.0,52,13.5,88.0,841.43,2,1.5,1,2,2,3
11362,27.0,54,4.5,34.0,1006.53,2,6.5,2,3,1,0
11784,32.0,71,5.5,83.0,1004.89,0,2.5,2,2,1,1
3041,10.0,72,11.5,90.0,1007.97,3,3.0,2,1,2,1
893,3.0,97,20.0,89.0,983.22,0,4.0,3,3,1,2
10055,17.0,72,9.5,45.0,1005.29,4,8.0,3,2,2,0
7680,5.0,43,4.0,76.0,1020.93,6,3.0,3,3,0,0
1884,13.0,53,8.5,33.0,1005.78,5,10.5,1,1,2,0
3276,-2.0,73,19.5,62.0,988.48,0,5.0,3,3,1,2
374,-5.0,69,17.0,76.0,981.49,1,3.5,2,3,1,2
3747,24.0,58,14.0,30.0,1018.24,2,5.0,2,0,0,0
2887,28.0,53,6.0,15.0,1012.75,4,5.5,3,3,0,0
10248,-5.0,63,9.5,70.0,993.03,1,1.5,2,3,2,2
3218,-4.0,77,14.0,86.0,987.1,0,4.0,2,3,1,2
8590,28.0,80,14.0,66.0,1015.25,0,3.0,2,0,1,1
2810,23.0,63,13.5,70.0,990.68,0,4.5,3,3,1,1
4528,2.0,92,1.0,60.0,999.13,0,3.0,2,3,2,2
11923,13.0,75,9.0,58.0,1000.52,1,3.0,3,2,1,1
950,-5.0,66,5.0,68.0,994.28,0,1.5,2,3,2,2
6494,0.0,75,3.5,56.0,997.51,0,5.0,2,3,2,2
4374,15.0,59,2.5,30.0,1011.33,2,8.0,2,2,1,0
11752,15.0,93,16.5,85.0,990.46,0,2.0,2,3,2,1
8287,34.0,74,18.0,55.0,1010.86,0,2.0,2,2,0,1
2829,31.0,73,15.0,76.0,1005.24,10,2.0,3,1,0,1
2428,32.0,75,11.5,84.0,994.01,2,2.5,2,0,1,1
12988,-5.0,101,13.0,88.0,995.6,6,0.5,2,3,1,2
12869,42.0,66,12.0,44.0,939.18,14,12.0,2,2,1,2
9215,32.0,103,18.5,72.0,1018.76,8,2.5,2,3,0,1
3668,68.0,84,8.0,92.0,1011.47,6,5.5,0,3,0,3
3187,10.0,71,5.5,29.0,1002.22,4,6.5,2,3,1,0
5661,11.0,75,9.0,15.0,1018.23,2,9.0,3,0,2,0
10718,-5.0,75,5.5,53.0,988.15,0,2.5,2,3,2,2
7875,24.0,58,9.0,3.0,1016.22,6,8.0,0,2,1,3
1096,31.0,68,12.5,46.0,1003.94,2,8.5,3,1,1,0
6052,41.0,65,0.5,14.0,1013.75,10,6.0,3,3,1,3
2227,16.0,63,7.0,56.0,991.87,1,2.0,2,0,0,1
5882,-10.0,85,14.5,72.0,999.45,1,3.5,3,3,2,2
12029,36.0,23,5.5,1.0,1015.12,6,8.5,3,1,0,3
5564,28.0,68,3.5,8.0,1017.96,10,5.5,3,0,0,3
12100,4.0,70,14.5,54.0,991.48,0,4.0,2,3,1,2
3950,14.0,60,13.0,19.0,1004.59,3,7.0,2,0,1,0
11561,30.0,71,31.0,96.0,1018.84,7,2.0,2,2,2,1
3477,25.0,64,6.0,34.0,1004.09,1,7.0,3,0,2,0
2779,1.0,86,1.5,95.0,995.37,1,5.0,2,3,1,2
8849,31.0,61,7.0,68.0,996.52,2,3.0,2,2,1,1
4015,44.0,58,8.0,10.0,1023.52,11,6.5,0,2,2,3
9952,36.0,52,7.0,4.0,1024.01,5,7.0,3,2,2,3
1446,15.0,79,16.0,72.0,997.07,3,4.0,3,3,2,1
13010,13.0,53,7.0,16.0,1001.23,3,8.5,2,1,1,0
4034,29.0,42,2.0,0.0,1011.77,9,9.5,3,3,2,3
6160,38.0,39,4.0,3.0,1024.99,8,5.5,3,3,2,3
11471,21.0,80,19.5,73.0,1007.2,8,2.5,2,3,1,1
5716,25.0,75,11.0,72.0,1000.69,1,3.0,2,1,1,1
92,19.0,93,14.5,57.0,1018.44,0,4.0,2,3,1,1
5708,55.0,77,12.0,109.0,1012.26,2,10.0,3,2,2,3
2022,43.0,48,1.0,4.0,1026.68,10,9.0,0,0,0,3
1003,36.0,32,1.5,19.0,1013.5,11,9.0,3,2,2,3
8012,29.0,49,4.5,17.0,1027.96,8,9.0,0,1,1,3
12067,23.0,49,9.5,14.0,1010.68,10,5.0,0,3,2,3
2074,25.0,68,4.0,24.0,1006.03,2,7.5,2,1,1,0
8097,42.0,57,0.0,0.0,1023.56,8,5.5,0,1,1,3
3320,15.0,66,8.5,75.0,1001.76,1,2.5,2,0,1,1
9667,13.0,81,15.0,61.0,1002.21,2,4.0,2,0,1,1
3455,3.0,68,6.0,82.0,988.65,0,4.0,2,3,2,2
735,10.0,76,15.0,53.0,1001.63,0,4.5,2,1,2,1
2111,34.0,73,0.5,43.0,1002.43,1,8.0,3,2,2,0
1796,-1.0,62,18.5,58.0,998.65,0,2.0,2,3,2,2
3583,11.0,67,7.0,30.0,1000.72,3,7.0,3,1,1,0
1911,41.0,55,4.0,11.0,1015.43,11,6.5,0,3,0,3
10047,31.0,61,7.0,9.0,1021.2,9,8.5,0,1,1,3
10834,-5.0,63,1.5,72.0,988.94,0,4.0,3,3,2,2
11817,15.0,76,12.5,56.0,1007.57,3,3.0,2,1,1,1
13147,35.0,89,15.0,94.0,1005.3,1,5.0,2,1,0,0
7228,-2.0,74,17.5,53.0,985.71,0,5.0,2,3,2,2
1202,24.0,67,9.5,14.0,1013.7,9,7.0,0,2,0,3
12360,21.0,66,6.0,40.0,1004.33,2,9.0,2,1,2,0
10745,26.0,60,1.0,15.0,1029.63,11,7.5,0,2,0,3
9128,9.0,109,8.5,84.0,993.99,13,4.5,2,3,1,2
1691,43.0,102,1.0,88.0,1027.93,4,10.0,0,3,1,3
7182,34.0,20,6.5,15.0,1027.48,7,9.5,3,0,0,3
11100,26.0,63,3.0,35.0,1006.68,1,6.5,3,3,2,0
2679,-9.0,89,8.0,65.0,992.01,1,2.0,2,3,1,2
2365,26.0,70,17.5,94.0,990.94,0,4.5,2,0,0,1
10758,-10.0,72,9.0,94.0,816.85,12,13.0,1,2,2,3
5911,30.0,46,4.0,5.0,1013.53,11,8.5,0,1,2,3
6501,10.0,67,9.5,74.0,1018.43,0,1.5,2,1,0,1
1675,-1.0,60,1.5,62.0,982.73,0,3.0,2,3,2,2
1281,24.0,71,10.5,11.0,920.09,12,7.5,1,3,0,0
12723,-1.0,97,5.5,95.0,989.5,1,2.5,2,3,1,2
7671,-4.0,77,19.0,92.0,987.61,0,4.5,2,3,2,2
9085,27.0,66,13.5,53.0,993.61,0,1.5,3,3,2,1
12934,-2.0,95,8.5,65.0,988.76,0,3.0,2,3,2,2
5759,-1.0,88,17.5,99.0,984.4,0,3.0,2,3,2,2
1375,31.0,62,9.5,34.0,1013.78,2,5.0,3,3,0,0
12575,28.0,60,15.0,51.0,1004.04,2,4.5,2,3,2,1
9878,-9.0,61,11.0,59.0,980.12,0,2.5,2,3,2,2
6158,-10.0,59,14.0,20.0,863.05,2,15.5,1,0,0,3
2524,19.0,53,8.0,47.0,1001.91,2,8.0,3,2,0,0
11919,-4.0,84,19.5,71.0,981.38,8,0.5,3,3,1,2
9504,29.0,57,4.5,6.0,1014.72,7,7.0,3,1,0,3
9577,24.0,87,19.5,68.0,998.14,1,1.0,2,3,0,1
1387,0.0,63,18.0,54.0,986.52,0,4.0,2,3,1,2
3651,-1.0,96,21.5,91.0,988.78,1,1.0,2,3,2,2
3158,-4.0,35,8.0,98.0,897.25,9,0.0,1,3,2,2
1450,-2.0,91,14.5,69.0,998.51,1,3.0,2,3,2,2
4232,33.0,65,13.5,84.0,992.87,2,2.5,3,0,2,1
3812,37.0,69,7.5,5.0,1026.99,6,8.0,0,2,0,3
3988,18.0,100,19.0,72.0,1013.43,12,1.5,2,1,0,1
4194,13.0,63,2.5,43.0,1016.59,3,6.5,3,3,2,0
5584,-4.0,69,3.0,69.0,996.15,0,1.5,2,3,2,2
1423,29.0,63,10.5,76.0,945.26,14,7.0,2,2,0,1
5133,-7.0,73,22.0,77.0,985.01,13,2.0,2,3,1,2
5687,44.0,90,2.5,82.0,1012.0,12,8.5,3,3,2,0
4336,20.0,20,5.5,15.0,1022.42,7,10.0,0,2,1,3
3287,34.0,67,1.0,45.0,1001.78,1,6.5,3,1,2,0
4862,12.0,60,15.5,57.0,1013.2,2,4.5,2,2,2,1
5713,27.0,87,12.5,99.0,1000.32,2,4.0,2,3,2,1
10610,26.0,54,14.0,23.0,1008.44,2,7.0,3,0,2,0
9836,37.0,56,6.0,0.0,1029.99,5,7.5,0,1,2,3
5649,10.0,63,20.0,50.0,995.6,1,2.5,2,1,2,1
8147,21.0,66,5.5,36.0,1003.38,4,8.5,2,2,0,0
4978,14.0,66,10.5,17.0,1004.04,2,5.5,2,0,0,0
929,37.0,77,16.0,75.0,1018.29,3,5.5,0,3,2,3
841,-10.0,69,8.0,97.0,993.0,0,4.5,2,3,2,2
3349,-4.0,108,0.5,92.0,985.17,5,2.0,2,3,1,2
6657,57.0,93,4.0,102.0,1012.19,12,13.0,3,3,1,3
5440,26.0,91,19.5,90.0,1010.6,2,4.0,2,0,2,1
8084,32.0,91,13.5,91.0,1018.42,3,2.0,2,2,0,1
8787,19.0,83,9.0,57.0,1016.46,3,2.5,2,0,0,1
7919,1.0,64,6.5,72.0,992.48,1,2.5,2,3,1,2
12188,21.0,77,10.5,19.0,1002.73,2,6.0,2,1,0,0
417,36.0,81,7.5,104.0,1004.2,8,6.0,2,0,0,0
924,28.0,78,4.5,49.0,1003.87,2,7.0,3,0,0,0
3562,-7.0,76,7.5,68.0,981.83,1,3.5,2,3,1,2
10418,-7.0,82,11.5,95.0,998.49,1,3.5,2,3,1,2
858,17.0,72,2.5,40.0,1005.31,3,9.0,3,1,2,0
3160,43.0,49,8.5,9.0,1024.98,7,8.5,3,0,2,3
6805,23.0,92,6.5,63.0,997.02,1,5.0,2,3,0,1
7337,27.0,40,5.5,7.0,1025.16,11,6.0,0,2,0,3
5917,20.0,53,12.5,15.0,1008.24,4,8.0,3,1,2,0
7382,13.0,70,8.0,34.0,1011.78,1,6.0,3,1,2,0
8660,11.0,92,18.5,99.0,1010.91,3,3.5,2,1,2,1
4385,-15.0,91,20.5,90.0,981.13,8,1.5,2,3,1,2
9841,27.0,52,8.5,46.0,1017.76,2,5.0,3,1,2,0
5380,-1.0,79,6.0,64.0,991.0,0,1.0,2,3,2,2
9961,19.0,99,10.0,59.0,1006.54,1,2.5,2,1,2,1
12748,-8.0,90,7.5,56.0,999.04,0,4.5,2,3,1,2
9418,14.0,56,1.0,22.0,1001.8,2,6.0,3,3,1,0
12128,26.0,53,0.5,45.0,1003.05,2,7.0,2,3,2,0
11043,22.0,72,13.0,48.0,1014.35,1,8.5,3,1,2,0
8803,29.0,50,10.5,12.0,1013.95,2,7.0,3,1,2,0
9058,32.0,36,3.0,14.0,1022.45,5,5.0,0,0,0,3
10852,38.0,53,3.5,16.0,1023.71,11,9.5,0,1,1,3
10791,32.0,53,0.5,23.0,1002.79,3,7.0,2,3,0,0
681,-7.0,98,1.0,98.0,987.4,0,2.5,2,3,1,2
3888,3.0,93,4.5,76.0,985.35,1,1.5,2,3,2,2
4451,10.0,63,6.5,19.0,1007.34,1,5.5,2,3,2,0
13015,32.0,51,4.0,32.0,1016.81,3,7.0,3,3,1,0
2489,27.0,62,9.0,28.0,1004.74,3,8.0,2,1,2,0
9187,29.0,53,2.0,38.0,1003.58,4,7.5,2,2,0,0
1011,55.0,78,3.0,91.0,1029.67,2,3.0,0,0,1,3
11273,32.0,24,7.0,18.0,1015.7,6,5.5,3,2,1,3
12206,29.0,79,19.5,93.0,1000.65,3,5.0,3,0,0,1
2890,19.0,73,18.0,90.0,1013.57,5,4.5,3,0,2,3
12539,15.0,76,15.0,77.0,999.71,1,3.0,2,0,0,1
8992,10.0,78,11.0,50.0,995.19,3,2.5,3,2,1,1
209,-7.0,97,4.5,73.0,987.68,0,2.0,2,3,2,2
6889,25.0,32,9.0,19.0,1028.76,8,7.0,3,2,1,3
8016,-6.0,70,46.5,89.0,998.27,0,1.5,2,3,2,2
8594,31.0,41,3.5,1.0,1027.59,8,8.0,3,0,1,3
2519,31.0,82,16.0,80.0,990.74,1,1.5,3,0,2,1
6974,32.0,78,8.0,85.0,1006.8,2,2.0,2,3,0,1
6569,28.0,80,6.0,89.0,1004.07,0,4.5,2,0,2,1
10151,30.0,66,2.0,2.0,1026.84,6,5.5,0,3,0,3
11695,32.0,93,8.5,63.0,990.18,0,1.5,2,3,2,1
8830,18.0,75,12.5,82.0,1019.98,0,3.5,2,2,2,1
3100,13.0,67,12.5,11.0,1157.23,4,5.5,1,0,0,1
1441,15.0,58,6.0,11.0,1012.18,1,7.5,3,1,1,0
234,19.0,91,18.5,97.0,1011.14,0,4.0,2,0,1,1
9538,22.0,55,5.0,21.0,1001.54,2,6.5,3,3,0,0
8713,16.0,77,18.5,96.0,1007.9,1,2.0,2,0,0,1
16,30.0,27,7.0,13.0,1016.38,5,7.5,3,1,1,3
11290,21.0,94,2.0,102.0,1020.59,6,4.0,0,3,2,3
944,30.0,98,10.0,59.0,998.56,3,3.0,3,0,1,1
2329,26.0,65,8.0,42.0,1007.73,4,9.0,2,0,0,0
10845,12.0,70,2.0,42.0,1008.0,1,7.0,3,1,1,0
4818,41.0,43,4.0,63.0,1044.04,12,12.5,2,3,2,2
4397,50.0,92,13.0,101.0,1021.03,13,5.0,0,0,2,3
7001,20.0,79,4.0,48.0,1006.13,2,7.5,3,1,0,0
